,id,place_id,name,url,weekday,hour,expected,lat,lon,address,location_type,visit_duration,types,category,geom,vollcode,stadsdeelcode,hotspot
33,4729,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,19,0.578947368421053,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
34,4730,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,20,0.381578947368421,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
35,4731,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,21,0.302631578947368,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
36,4732,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,22,0.276315789473684,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
37,4733,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,6,0.197368421052632,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
38,4734,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,5,0.0921052631578947,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
39,4735,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,1,0.0263157894736842,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
40,4736,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,2,0.0,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
41,4737,ChIJIxbYDbcJxkcRQtHfOo0b58o,Amsterdam Centraal,"https://www.google.com/search?q=Amsterdam Centraal, Stationsplein, 1012 AB Amsterdam, Netherlands",1,2,0.0,52.3791283,4.900272,"Stationsplein, 1012 AB Amsterdam, Netherlands",Point,N/A,"['transit_station', 'subway_station', 'bus_station', 'train_station', 'point_of_interest', 'establishment']",2,0101000020E61000009F0436E7E099134079BEB04687304A40,A01,A,Central Station
42,5084,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,9,0.0526315789473684,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
43,5085,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,10,0.157894736842105,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
44,5086,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,11,0.289473684210526,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
45,5087,ChIJwd7eabcJxkcRAE3MpxhCAOY,Burger King,"https://www.google.com/search?q=Burger King, Stationsplein 5, 1012 AB Amsterdam, Netherlands",5,12,0.447368421052632,52.3782285,4.9008541,"Stationsplein 5, 1012 AB Amsterdam, Netherlands",Point,30 min,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,0101000020E6100000BCDE477F799A134023F59ECA69304A40,A01,A,Central Station
